onset,duration,description
2025-12-02 11:58:02.249026,0.0,enc_target
2025-12-02 11:58:04.240026,0.0,enc_prompt
2025-12-02 11:58:06.129026,0.0,enc_resp
2025-12-02 11:58:06.134026,0.0,enc_fixation
2025-12-02 11:58:07.178026,0.0,enc_cue
2025-12-02 11:58:09.237026,0.0,enc_act1
2025-12-02 11:58:10.298026,0.0,enc_act2
2025-12-02 11:58:11.355026,0.0,enc_act3
2025-12-02 11:58:12.410026,0.0,enc_target
2025-12-02 11:58:14.399026,0.0,enc_prompt
2025-12-02 11:58:17.594026,0.0,enc_resp
2025-12-02 11:58:17.599026,0.0,enc_fixation
2025-12-02 11:58:18.650026,0.0,enc_cue
2025-12-02 11:58:20.708026,0.0,enc_act1
2025-12-02 11:58:21.765026,0.0,enc_act2
2025-12-02 11:58:22.821026,0.0,enc_act3
2025-12-02 11:58:23.883026,0.0,enc_target
2025-12-02 11:58:25.879026,0.0,enc_prompt
2025-12-02 11:58:28.580026,0.0,enc_resp
2025-12-02 11:58:28.584026,0.0,enc_fixation
2025-12-02 11:58:29.631026,0.0,enc_cue
2025-12-02 11:58:31.688026,0.0,enc_act1
2025-12-02 11:58:32.744026,0.0,enc_act2
2025-12-02 11:58:33.799026,0.0,enc_act3
2025-12-02 11:58:34.853026,0.0,enc_target
2025-12-02 11:58:36.844026,0.0,enc_prompt
2025-12-02 11:58:39.316026,0.0,enc_resp
2025-12-02 11:58:39.322026,0.0,enc_fixation
2025-12-02 11:58:40.367026,0.0,enc_cue
2025-12-02 11:58:42.422026,0.0,enc_act1
2025-12-02 11:58:43.478026,0.0,enc_act2
2025-12-02 11:58:44.534026,0.0,enc_act3
2025-12-02 11:58:45.589026,0.0,enc_target
2025-12-02 11:58:47.580026,0.0,enc_prompt
2025-12-02 11:58:49.628026,0.0,enc_resp
2025-12-02 11:58:49.634026,0.0,enc_fixation
2025-12-02 11:58:50.684026,0.0,enc_cue
2025-12-02 11:58:52.747026,0.0,enc_act1
2025-12-02 11:58:53.808026,0.0,enc_act2
2025-12-02 11:58:54.870026,0.0,enc_act3
2025-12-02 11:58:55.934026,0.0,enc_target
2025-12-02 11:58:57.927026,0.0,enc_prompt
2025-12-02 11:58:59.420026,0.0,enc_resp
2025-12-02 11:58:59.424026,0.0,enc_fixation
2025-12-02 11:59:00.471026,0.0,enc_cue
2025-12-02 11:59:02.527026,0.0,enc_act1
2025-12-02 11:59:03.583026,0.0,enc_act2
2025-12-02 11:59:04.638026,0.0,enc_act3
2025-12-02 11:59:05.694026,0.0,enc_target
2025-12-02 11:59:07.690026,0.0,enc_prompt
2025-12-02 11:59:10.711026,0.0,enc_resp
2025-12-02 11:59:10.715026,0.0,enc_fixation
2025-12-02 11:59:11.761026,0.0,enc_cue
2025-12-02 11:59:13.817026,0.0,enc_act1
2025-12-02 11:59:14.874026,0.0,enc_act2
2025-12-02 11:59:15.928026,0.0,enc_act3
2025-12-02 11:59:16.984026,0.0,enc_target
2025-12-02 11:59:18.975026,0.0,enc_prompt
